location,date,time_unit,p_scores_all_ages,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages,time,projected_deaths_2020_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages
Malta,2021-09-12T00:00:00.000Z,weekly,,,,,,,,,,36,,,,6568.6,,
Malta,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,6634.2,,
Malta,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,6693,,
Mauritius,2020-01-31T00:00:00.000Z,monthly,6.94,965,902.4,845,904,837,907,1019,955,1,989.1,-24.1,-24.1,989.1,-2.44,-2.44
Mauritius,2020-02-29T00:00:00.000Z,monthly,7.48,845,786.2,711,825,706,846,843,853,2,872.9,-27.9,-52,1862,-2.79,-3.2
Mauritius,2020-03-31T00:00:00.000Z,monthly,4.66,929,887.6,773,903,867,941,954,952,3,974.3,-45.3,-97.3,2836.3,-3.43,-4.65
Mauritius,2020-04-30T00:00:00.000Z,monthly,5.77,850,803.6,758,733,789,865,873,864,4,890.3,-40.3,-137.6,3726.6,-3.69,-4.53
Mauritius,2020-05-31T00:00:00.000Z,monthly,5.81,893,844,771,858,835,868,888,888,5,930.7,-37.7,-175.3,4657.3,-3.76,-4.05
Mauritius,2020-06-30T00:00:00.000Z,monthly,12.21,910,811,795,775,784,881,820,952,6,897.7,12.3,-163,5555,-2.93,1.37
Mauritius,2020-07-31T00:00:00.000Z,monthly,1.6,1006,990.2,847,1006,1001,1032,1065,,7,1076.9,-70.9,-233.9,6631.9,-3.53,-6.58
Mauritius,2020-08-31T00:00:00.000Z,monthly,7.6,1002,931.2,905,883,945,905,1018,,8,1017.9,-15.9,-249.8,7649.8,-3.27,-1.56
Mauritius,2020-09-30T00:00:00.000Z,monthly,-0.07,906,906.6,829,928,898,906,972,,9,993.3,-87.3,-337.1,8643.1,-3.9,-8.79
Mauritius,2020-10-31T00:00:00.000Z,monthly,8.12,932,862,804,855,845,888,918,,10,948.7,-16.7,-353.8,9591.8,-3.69,-1.76
Mauritius,2020-11-30T00:00:00.000Z,monthly,10.71,899,812,840,758,782,848,832,,11,898.7,0.3,-353.5,10490.5,-3.37,0.03
Mauritius,2020-12-31T00:00:00.000Z,monthly,6.39,923,867.6,869,746,851,900,972,,12,954.3,-31.3,-384.8,11444.8,-3.36,-3.28
Mauritius,2021-01-31T00:00:00.000Z,monthly,5.83,,,,,,,,,1,,-34.1,-418.9,12433.9,-3.37,-3.45
Mauritius,2021-02-28T00:00:00.000Z,monthly,8.5,,,,,,,,,2,,-19.9,-438.8,13306.8,-3.3,-2.28
Mauritius,2021-03-31T00:00:00.000Z,monthly,7.26,,,,,,,,,3,,-22.3,-461.1,14281.1,-3.23,-2.29
Mauritius,2021-04-30T00:00:00.000Z,monthly,7.52,,,,,,,,,4,,-26.3,-487.4,15171.4,-3.21,-2.95
Mauritius,2021-05-31T00:00:00.000Z,monthly,5.21,,,,,,,,,5,,-42.7,-530.1,16102.1,-3.29,-4.59
Mauritius,2021-06-30T00:00:00.000Z,monthly,17.39,,,,,,,,,6,,54.3,-475.8,16999.8,-2.8,6.05
Mauritius,2021-07-31T00:00:00.000Z,monthly,,,,,,,,,,7,,,,18076.7,,
Mauritius,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,19094.6,,
Mexico,2020-01-05T00:00:00.000Z,weekly,4.18,16284,15631.2,15101,14299,14312,16721,17723,36016,1,16765.8,-481.8,-481.8,16765.8,-2.87,-2.87
Mexico,2020-01-12T00:00:00.000Z,weekly,6.92,16539,15468.8,15449,14540,14583,16170,16602,43131,2,16603.4,-64.4,-546.2,33369.2,-1.64,-0.39
Mexico,2020-01-19T00:00:00.000Z,weekly,4.58,16007,15306,14820,14557,14163,16738,16252,44339,3,16440.6,-433.6,-979.8,49809.8,-1.97,-2.64
Mexico,2020-01-26T00:00:00.000Z,weekly,2.74,15431,15019.4,14172,14902,14118,16041,15864,36358,4,16154,-723,-1702.8,65963.8,-2.58,-4.48
Mexico,2020-02-02T00:00:00.000Z,weekly,0.58,15059,14972.8,13628,15160,14444,15770,15862,31538,5,16107.4,-1048.4,-2751.2,82071.2,-3.35,-6.51
Mexico,2020-02-09T00:00:00.000Z,weekly,3.77,15551,14986,13914,15691,14330,15306,15689,26599,6,16120.6,-569.6,-3320.8,98191.8,-3.38,-3.53
Mexico,2020-02-16T00:00:00.000Z,weekly,0.23,14729,14694.6,13550,15725,14165,14588,15445,25001,7,15829.2,-1100.2,-4421,114021,-3.88,-6.95
Mexico,2020-02-23T00:00:00.000Z,weekly,-0.03,14408,14413,13799,15034,14278,14199,14755,23736,8,15547.6,-1139.6,-5560.6,129568.6,-4.29,-7.33
Mexico,2020-03-01T00:00:00.000Z,weekly,-2.48,13837,14189.4,13054,14797,14456,14001,14639,20184,9,15324,-1487,-7047.6,144892.6,-4.86,-9.7
Mexico,2020-03-08T00:00:00.000Z,weekly,0.93,13952,13823.4,12979,14351,13844,13552,14391,19483,10,14958,-1006,-8053.6,159850.6,-5.04,-6.73
Mexico,2020-03-15T00:00:00.000Z,weekly,1.77,13783,13543.4,12498,14025,13948,13497,13749,18223,11,14678,-895,-8948.6,174528.6,-5.13,-6.1
Mexico,2020-03-22T00:00:00.000Z,weekly,-2.72,13102,13468.6,13133,13418,13878,13254,13660,17517,12,14603.2,-1501.2,-10449.8,189131.8,-5.53,-10.28
Mexico,2020-03-29T00:00:00.000Z,weekly,3.37,13620,13175.6,12066,13411,13307,13191,13903,16663,13,14310.2,-690.2,-11140,203442,-5.48,-4.82
Mexico,2020-04-05T00:00:00.000Z,weekly,1.68,13479,13256.6,12477,12710,13470,13577,14049,17034,14,14391.2,-912.2,-12052.2,217833.2,-5.53,-6.34
Mexico,2020-04-12T00:00:00.000Z,weekly,8.4,13970,12888,12202,12422,13210,12888,13718,16606,15,14022.6,-52.6,-12104.8,231855.8,-5.22,-0.38
Mexico,2020-04-19T00:00:00.000Z,weekly,17.03,14926,12754,11796,11939,13212,13080,13743,15740,16,13888.6,1037.4,-11067.4,245744.4,-4.5,7.47
Mexico,2020-04-26T00:00:00.000Z,weekly,31.33,16974,12924.4,12403,12481,13363,12657,13718,15173,17,14059,2915,-8152.4,259803.4,-3.14,20.73
Mexico,2020-05-03T00:00:00.000Z,weekly,46.02,18761,12848,11763,12723,13016,13040,13698,14800,18,13982.6,4778.4,-3374,273786,-1.23,34.17
Mexico,2020-05-10T00:00:00.000Z,weekly,60.62,20553,12796.2,12059,12478,12868,12784,13792,14332,19,13930.8,6622.2,3248.2,287716.8,1.13,47.54
Mexico,2020-05-17T00:00:00.000Z,weekly,72.9,22248,12867.6,11732,12483,13361,13172,13590,13883,20,14002.2,8245.8,11494,301719,3.81,58.89
Mexico,2020-05-24T00:00:00.000Z,weekly,77.31,23165,13065,11856,13019,13165,13125,14160,13978,21,14199.6,8965.4,20459.4,315918.6,6.48,63.14
Mexico,2020-05-31T00:00:00.000Z,weekly,82.26,23090,12669,11608,12222,12510,13567,13438,13346,22,13803.6,9286.4,29745.8,329722.2,9.02,67.28
Mexico,2020-06-07T00:00:00.000Z,weekly,90.48,24019,12609.4,11876,12011,12753,13025,13382,13408,23,13744,10275,40020.8,343466.2,11.65,74.76
Mexico,2020-06-14T00:00:00.000Z,weekly,97.14,24554,12455.2,11709,11994,12724,12451,13398,13425,24,13589.8,10964.2,50985,357056,14.28,80.68
Mexico,2020-06-21T00:00:00.000Z,weekly,95.99,24803,12655,11510,12117,13154,12932,13562,13378,25,13789.6,11013.4,61998.4,370845.6,16.72,79.87
Mexico,2020-06-28T00:00:00.000Z,weekly,97.04,24524,12446.2,11571,12203,12736,12610,13111,13495,26,13580.8,10943.2,72941.6,384426.4,18.97,80.58
Mexico,2020-07-05T00:00:00.000Z,weekly,101.13,25288,12573,11583,12439,12502,12845,13496,14171,27,13707.6,11580.4,84522,398134,21.23,84.48
Mexico,2020-07-12T00:00:00.000Z,weekly,109.36,26321,12572.2,11538,12241,12822,13114,13146,14933,28,13706.8,12614.2,97136.2,411840.8,23.59,92.03
Mexico,2020-07-19T00:00:00.000Z,weekly,107.24,26295,12688.2,12003,12316,12512,13334,13276,16585,29,13822.8,12472.2,109608.4,425663.6,25.75,90.23
Mexico,2020-07-26T00:00:00.000Z,weekly,100.79,25589,12744.4,11947,12141,12923,13455,13256,18398,30,13879,11710,121318.4,439542.6,27.6,84.37
Mexico,2020-08-02T00:00:00.000Z,weekly,92.62,24694,12819.8,12083,12456,12967,12997,13596,20245,31,13954.4,10739.6,132058,453497,29.12,76.96
Mexico,2020-08-09T00:00:00.000Z,weekly,89.13,23724,12543.6,12237,12173,12464,12602,13242,21201,32,13678.2,10045.8,142103.8,467175.2,30.42,73.44
Mexico,2020-08-16T00:00:00.000Z,weekly,79.04,22565,12603,11739,12261,12638,12767,13610,23720,33,13737.6,8827.4,150931.2,480912.8,31.38,64.26
Mexico,2020-08-23T00:00:00.000Z,weekly,74.07,21634,12428.6,11670,12245,12432,12503,13293,22313,34,13563.2,8070.8,159002,494476,32.16,59.51
Mexico,2020-08-30T00:00:00.000Z,weekly,68.07,20781,12364.6,11680,12137,12172,12811,13023,20065,35,13499.2,7281.8,166283.8,507975.2,32.73,53.94
Mexico,2020-09-06T00:00:00.000Z,weekly,60.93,20093,12485.6,11668,12285,12933,12556,12986,,36,13620.2,6472.8,172756.6,521595.4,33.12,47.52
Mexico,2020-09-13T00:00:00.000Z,weekly,52.96,19383,12672.2,11814,12491,13333,12780,12943,,37,13806.8,5576.2,178332.8,535402.2,33.31,40.39
Mexico,2020-09-20T00:00:00.000Z,weekly,45.9,18721,12831.2,11957,12203,13164,12994,13838,,38,13965.8,4755.2,183088,549368,33.33,34.05
Mexico,2020-09-27T00:00:00.000Z,weekly,50.06,18845,12558.4,11560,12300,12604,12807,13521,,39,13693,5152,188240,563061,33.43,37.63
Mexico,2020-10-04T00:00:00.000Z,weekly,42.79,18384,12874.8,12484,12500,13026,12931,13433,,40,14009.4,4374.6,192614.6,577070.4,33.38,31.23
Mexico,2020-10-11T00:00:00.000Z,weekly,45.59,18723,12859.8,12397,12201,13031,13232,13438,,41,13994.4,4728.6,197343.2,591064.8,33.39,33.79
Mexico,2020-10-18T00:00:00.000Z,weekly,44.71,18717,12933.8,12063,12365,13390,13115,13736,,42,14068.4,4648.6,201991.8,605133.2,33.38,33.04
Mexico,2020-10-25T00:00:00.000Z,weekly,49.83,19474,12997.8,12221,12506,13216,13435,13611,,43,14132.4,5341.6,207333.4,619265.6,33.48,37.8
Mexico,2020-11-01T00:00:00.000Z,weekly,52.29,20150,13231.4,12153,12735,13538,13772,13959,,44,14366,5784,213117.4,633631.6,33.63,40.26
Mexico,2020-11-08T00:00:00.000Z,weekly,60.49,21252,13242.2,12543,12478,13258,13897,14035,,45,14376.8,6875.2,219992.6,648008.4,33.95,47.82
Mexico,2020-11-15T00:00:00.000Z,weekly,60.36,21520,13420.2,12217,12837,13197,14612,14238,,46,14554.8,6965.2,226957.8,662563.2,34.25,47.86
Mexico,2020-11-22T00:00:00.000Z,weekly,58.94,22188,13959.8,12542,13616,13584,15202,14855,,47,15094.4,7093.6,234051.4,677657.6,34.54,46.99
Mexico,2020-11-29T00:00:00.000Z,weekly,62.59,22421,13789.6,12597,13678,14233,14647,13793,,48,14924.2,7496.8,241548.2,692581.8,34.88,50.23
Mexico,2020-12-06T00:00:00.000Z,weekly,68.44,23387,13884.6,12830,13396,14470,14833,13894,,49,15019.2,8367.8,249916,707601,35.32,55.71
Mexico,2020-12-13T00:00:00.000Z,weekly,73.63,25245,14539.8,13526,13697,16334,15216,13926,,50,15674.4,9570.6,259486.6,723275.4,35.88,61.06
Mexico,2020-12-20T00:00:00.000Z,weekly,81.35,26429,14573.6,13542,13784,15557,16440,13545,,51,15708.2,10720.8,270207.4,738983.6,36.56,68.25
Mexico,2020-12-27T00:00:00.000Z,weekly,91.23,29486,15419.4,14351,14313,15492,17373,15568,,52,16554,12932,283139.4,755537.6,37.48,78.12
Mexico,2021-01-03T00:00:00.000Z,weekly,110.53,32463,15419.4,,,,,,,53,16554,15909,299048.4,772091.6,38.73,96.1
Mexico,2021-01-10T00:00:00.000Z,weekly,130.41,,,,,,,,,1,,19250.2,318298.6,788857.4,40.35,114.82
Mexico,2021-01-17T00:00:00.000Z,weekly,178.83,,,,,,,,,2,,26527.6,344826.2,805460.8,42.81,159.77
Mexico,2021-01-24T00:00:00.000Z,weekly,189.68,,,,,,,,,3,,27898.4,372724.6,821901.4,45.35,169.69
Mexico,2021-01-31T00:00:00.000Z,weekly,142.07,,,,,,,,,4,,20204,392928.6,838055.4,46.89,125.07
Mexico,2021-02-07T00:00:00.000Z,weekly,110.64,,,,,,,,,5,,15430.6,408359.2,854162.8,47.81,95.8
Mexico,2021-02-14T00:00:00.000Z,weekly,77.49,,,,,,,,,6,,10478.4,418837.6,870283.4,48.13,65
Mexico,2021-02-21T00:00:00.000Z,weekly,70.14,,,,,,,,,7,,9171.8,428009.4,886112.6,48.3,57.94
Mexico,2021-02-28T00:00:00.000Z,weekly,64.68,,,,,,,,,8,,8188.4,436197.8,901660.2,48.38,52.67
Mexico,2021-03-07T00:00:00.000Z,weekly,42.25,,,,,,,,,9,,4860,441057.8,916984.2,48.1,31.71
Mexico,2021-03-14T00:00:00.000Z,weekly,40.94,,,,,,,,,10,,4525,445582.8,931942.2,47.81,30.25
Mexico,2021-03-21T00:00:00.000Z,weekly,34.55,,,,,,,,,11,,3545,449127.8,946620.2,47.45,24.15
Mexico,2021-03-28T00:00:00.000Z,weekly,30.06,,,,,,,,,12,,2913.8,452041.6,961223.4,47.03,19.95
Mexico,2021-04-04T00:00:00.000Z,weekly,26.47,,,,,,,,,13,,2352.8,454394.4,975533.6,46.58,16.44
Mexico,2021-04-11T00:00:00.000Z,weekly,28.49,,,,,,,,,14,,2642.8,457037.2,989924.8,46.17,18.36
Mexico,2021-04-18T00:00:00.000Z,weekly,28.85,,,,,,,,,15,,2583.4,459620.6,1003947.4,45.78,18.42
Mexico,2021-04-25T00:00:00.000Z,weekly,23.41,,,,,,,,,16,,1851.4,461472,1017836,45.34,13.33
Mexico,2021-05-02T00:00:00.000Z,weekly,17.4,,,,,,,,,17,,1114,462586,1031895,44.83,7.92
Mexico,2021-05-09T00:00:00.000Z,weekly,15.19,,,,,,,,,18,,817.4,463403.4,1045877.6,44.31,5.85
Mexico,2021-05-16T00:00:00.000Z,weekly,12,,,,,,,,,19,,401.2,463804.6,1059808.4,43.76,2.88
Mexico,2021-05-23T00:00:00.000Z,weekly,7.89,,,,,,,,,20,,-119.2,463685.4,1073810.6,43.18,-0.85
Mexico,2021-05-30T00:00:00.000Z,weekly,6.99,,,,,,,,,21,,-221.6,463463.8,1088010.2,42.6,-1.56
Mexico,2021-06-06T00:00:00.000Z,weekly,5.34,,,,,,,,,22,,-457.6,463006.2,1101813.8,42.02,-3.32
Mexico,2021-06-13T00:00:00.000Z,weekly,6.33,,,,,,,,,23,,-336,462670.2,1115557.8,41.47,-2.44
Mexico,2021-06-20T00:00:00.000Z,weekly,7.79,,,,,,,,,24,,-164.8,462505.4,1129147.6,40.96,-1.21
Mexico,2021-06-27T00:00:00.000Z,weekly,5.71,,,,,,,,,25,,-411.6,462093.8,1142937.2,40.43,-2.98
Mexico,2021-07-04T00:00:00.000Z,weekly,8.43,,,,,,,,,26,,-85.8,462008,1156518,39.95,-0.63
Mexico,2021-07-11T00:00:00.000Z,weekly,12.71,,,,,,,,,27,,463.4,462471.4,1170225.6,39.52,3.38
Mexico,2021-07-18T00:00:00.000Z,weekly,18.78,,,,,,,,,28,,1226.2,463697.6,1183932.4,39.17,8.95
Mexico,2021-07-25T00:00:00.000Z,weekly,30.71,,,,,,,,,29,,2762.2,466459.8,1197755.2,38.94,19.98
Mexico,2021-08-01T00:00:00.000Z,weekly,44.36,,,,,,,,,30,,4519,470978.8,1211634.2,38.87,32.56
Mexico,2021-08-08T00:00:00.000Z,weekly,57.92,,,,,,,,,31,,6290.6,477269.4,1225588.6,38.94,45.08
Mexico,2021-08-15T00:00:00.000Z,weekly,69.02,,,,,,,,,32,,7522.8,484792.2,1239266.8,39.12,55
Mexico,2021-08-22T00:00:00.000Z,weekly,88.21,,,,,,,,,33,,9982.4,494774.6,1253004.4,39.49,72.66
Mexico,2021-08-29T00:00:00.000Z,weekly,79.53,,,,,,,,,34,,8749.8,503524.4,1266567.6,39.76,64.51
Mexico,2021-09-05T00:00:00.000Z,weekly,62.28,,,,,,,,,35,,6565.8,510090.2,1280066.8,39.85,48.64
Mexico,2021-09-12T00:00:00.000Z,weekly,,,,,,,,,,36,,,,1293687,,
Mexico,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,1307493.8,,
Mexico,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,1321459.6,,
Moldova,2020-01-31T00:00:00.000Z,monthly,-12.66,3477,3980.8,4013,3964,4312,3623,3992,4128,1,3793.5,-316.5,-316.5,3793.5,-8.34,-8.34
Moldova,2020-02-29T00:00:00.000Z,monthly,-6.65,3098,3318.6,3476,3472,3274,3094,3277,3691,2,3131.3,-33.3,-349.8,6924.8,-5.05,-1.06
Moldova,2020-03-31T00:00:00.000Z,monthly,-20.04,2708,3386.6,3681,3317,3247,3468,3220,4908,3,3199.3,-491.3,-841.1,10124.1,-8.31,-15.36
Moldova,2020-04-30T00:00:00.000Z,monthly,-26.54,2275,3096.8,3578,3044,2964,3032,2866,4345,4,2909.5,-634.5,-1475.6,13033.6,-11.32,-21.81
Moldova,2020-05-31T00:00:00.000Z,monthly,21.08,3873,3198.8,3282,3153,3093,3038,3428,3378,5,3011.5,861.5,-614.1,16045.1,-3.83,28.61
Moldova,2020-06-30T00:00:00.000Z,monthly,12.92,3339,2957,3023,3209,2884,2844,2825,3024,6,2769.7,569.3,-44.8000000000001,18814.8,-0.24,20.55
Moldova,2020-07-31T00:00:00.000Z,monthly,21.67,3355,2757.4,3070,2918,2442,2653,2704,,7,2570.1,784.9,740.1,21384.9,3.46,30.54
Moldova,2020-08-31T00:00:00.000Z,monthly,1.68,2707,2662.4,2682,2626,2748,2545,2711,,8,2475.1,231.9,972,23860,4.07,9.37
Moldova,2020-09-30T00:00:00.000Z,monthly,22.92,3467,2820.6,2898,2925,2620,3002,2658,,9,2633.3,833.7,1805.7,26493.3,6.82,31.66
Moldova,2020-10-31T00:00:00.000Z,monthly,21.61,3829,3148.6,3320,3123,3010,3261,3029,,10,2961.3,867.7,2673.4,29454.6,9.08,29.3
Moldova,2020-11-30T00:00:00.000Z,monthly,14.75,3736,3255.8,3391,3268,3170,3411,3039,,11,3068.5,667.5,3340.9,32523.1,10.27,21.75
Moldova,2020-12-31T00:00:00.000Z,monthly,47.97,4792,3238.6,3469,3470,3004,3205,3045,,12,3051.3,1740.7,5081.6,35574.4,14.28,57.05
Moldova,2021-01-31T00:00:00.000Z,monthly,3.7,,,,,,,,,1,,334.5,5416.1,39367.9,13.76,8.82
Moldova,2021-02-28T00:00:00.000Z,monthly,11.22,,,,,,,,,2,,559.7,5975.8,42499.2,14.06,17.87
Moldova,2021-03-31T00:00:00.000Z,monthly,44.92,,,,,,,,,3,,1708.7,7684.5,45698.5,16.82,53.41
Moldova,2021-04-30T00:00:00.000Z,monthly,40.31,,,,,,,,,4,,1435.5,9120,48608,18.76,49.34
Moldova,2021-05-31T00:00:00.000Z,monthly,5.6,,,,,,,,,5,,366.5,9486.5,51619.5,18.38,12.17
Moldova,2021-06-30T00:00:00.000Z,monthly,2.27,,,,,,,,,6,,254.3,9740.8,54389.2,17.91,9.18
Moldova,2021-07-31T00:00:00.000Z,monthly,,,,,,,,,,7,,,,56959.3,,
Moldova,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,59434.4,,
Monaco,2020-01-31T00:00:00.000Z,monthly,-12.88,46,52.8,60,48,43,72,41,58,1,50.1,-4.1,-4.1,50.1,-8.18,-8.18
Monaco,2020-02-29T00:00:00.000Z,monthly,-21.74,36,46,70,37,47,37,39,70,2,43.3,-7.3,-11.4,93.4,-12.21,-16.86
Monaco,2020-03-31T00:00:00.000Z,monthly,18.83,53,44.6,50,39,40,45,49,66,3,41.9,11.1,-0.3,135.3,-0.22,26.49
Monaco,2020-04-30T00:00:00.000Z,monthly,5.63,45,42.6,42,44,33,47,47,40,4,39.9,5.1,4.8,175.2,2.74,12.78
Monaco,2020-05-31T00:00:00.000Z,monthly,-5,38,40,38,40,43,38,41,58,5,37.3,0.7,5.5,212.5,2.59,1.88
Monaco,2020-06-30T00:00:00.000Z,monthly,1.04,39,38.6,45,42,38,31,37,27,6,35.9,3.1,8.6,248.4,3.46,8.64
Monaco,2020-07-31T00:00:00.000Z,monthly,-13.55,37,42.8,54,43,37,32,48,39,7,40.1,-3.1,5.5,288.5,1.91,-7.73
Monaco,2020-08-31T00:00:00.000Z,monthly,10.82,43,38.8,38,38,36,45,37,,8,36.1,6.9,12.4,324.6,3.82,19.11
Monaco,2020-09-30T00:00:00.000Z,monthly,7.32,44,41,48,35,35,45,42,,9,38.3,5.7,18.1,362.9,4.99,14.88
Monaco,2020-10-31T00:00:00.000Z,monthly,4.44,47,45,43,56,40,39,47,,10,42.3,4.7,22.8,405.2,5.63,11.11
Monaco,2020-11-30T00:00:00.000Z,monthly,-19.54,42,52.2,66,39,56,50,50,,11,49.5,-7.5,15.3,454.7,3.36,-15.15
Monaco,2020-12-31T00:00:00.000Z,monthly,17.51,51,43.4,38,42,46,41,50,,12,40.7,10.3,25.6,495.4,5.17,25.31
Monaco,2021-01-31T00:00:00.000Z,monthly,9.85,,,,,,,,,1,,7.9,33.5,545.5,6.14,15.77
Monaco,2021-02-28T00:00:00.000Z,monthly,52.17,,,,,,,,,2,,26.7,60.2,588.8,10.22,61.66
Monaco,2021-03-31T00:00:00.000Z,monthly,47.98,,,,,,,,,3,,24.1,84.3,630.7,13.37,57.52
Monaco,2021-04-30T00:00:00.000Z,monthly,-6.1,,,,,,,,,4,,0.1,84.4,670.6,12.59,0.25
Monaco,2021-05-31T00:00:00.000Z,monthly,45,,,,,,,,,5,,20.7,105.1,707.9,14.85,55.5
Monaco,2021-06-30T00:00:00.000Z,monthly,-30.05,,,,,,,,,6,,-8.9,96.2,743.8,12.93,-24.79
Monaco,2021-07-31T00:00:00.000Z,monthly,-8.88,,,,,,,,,7,,-1.1,95.1,783.9,12.13,-2.74
Monaco,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,820,,
Mongolia,2020-01-31T00:00:00.000Z,monthly,-3.44,1366,1414.6,1340,1317,1357,1486,1573,1151,1,1484.9,-118.9,-118.9,1484.9,-8.01,-8.01
Mongolia,2020-02-29T00:00:00.000Z,monthly,-0.22,1298,1300.8,1292,1372,1112,1370,1358,1237,2,1371.1,-73.1,-192,2856,-6.72,-5.33
Mongolia,2020-03-31T00:00:00.000Z,monthly,-10.14,1292,1437.8,1445,1457,1428,1486,1373,1381,3,1508.1,-216.1,-408.1,4364.1,-9.35,-14.33
Mongolia,2020-04-30T00:00:00.000Z,monthly,-2.6,1310,1345,1302,1411,1206,1375,1431,1484,4,1415.3,-105.3,-513.4,5779.4,-8.88,-7.44
Mongolia,2020-05-31T00:00:00.000Z,monthly,-9.33,1288,1420.6,1360,1441,1362,1432,1508,1403,5,1490.9,-202.9,-716.3,7270.3,-9.85,-13.61
Mongolia,2020-06-30T00:00:00.000Z,monthly,-1.69,1306,1328.4,1418,1297,1280,1367,1280,1715,6,1398.7,-92.7,-809,8669,-9.33,-6.63
Mongolia,2020-07-31T00:00:00.000Z,monthly,1.87,1402,1376.2,1318,1341,1279,1533,1410,1819,7,1446.5,-44.5,-853.5,10115.5,-8.44,-3.08
Mongolia,2020-08-31T00:00:00.000Z,monthly,-2.61,1331,1366.6,1315,1355,1347,1391,1425,1678,8,1436.9,-105.9,-959.4,11552.4,-8.3,-7.37
Mongolia,2020-09-30T00:00:00.000Z,monthly,1.18,1405,1388.6,1457,1301,1360,1460,1365,,9,1458.9,-53.9,-1013.3,13011.3,-7.79,-3.69
Mongolia,2020-10-31T00:00:00.000Z,monthly,2.16,1427,1396.8,1348,1255,1378,1461,1542,,10,1467.1,-40.1,-1053.4,14478.4,-7.28,-2.73
Mongolia,2020-11-30T00:00:00.000Z,monthly,-2.61,1278,1312.2,1294,1348,1292,1361,1266,,11,1382.5,-104.5,-1157.9,15860.9,-7.3,-7.56
Mongolia,2020-12-31T00:00:00.000Z,monthly,-18.35,1219,1493,1485,1286,1411,1609,1674,,12,1563.3,-344.3,-1502.2,17424.2,-8.62,-22.02
Mongolia,2021-01-31T00:00:00.000Z,monthly,-18.63,,,,,,,,,1,,-333.9,-1836.1,18909.1,-9.71,-22.49
Mongolia,2021-02-28T00:00:00.000Z,monthly,-4.9,,,,,,,,,2,,-134.1,-1970.2,20280.2,-9.71,-9.78
Mongolia,2021-03-31T00:00:00.000Z,monthly,-3.95,,,,,,,,,3,,-127.1,-2097.3,21788.3,-9.63,-8.43
Mongolia,2021-04-30T00:00:00.000Z,monthly,10.33,,,,,,,,,4,,68.7,-2028.6,23203.6,-8.74,4.85
Mongolia,2021-05-31T00:00:00.000Z,monthly,-1.24,,,,,,,,,5,,-87.9,-2116.5,24694.5,-8.57,-5.9
Mongolia,2021-06-30T00:00:00.000Z,monthly,29.1,,,,,,,,,6,,316.3,-1800.2,26093.2,-6.9,22.61
Mongolia,2021-07-31T00:00:00.000Z,monthly,32.18,,,,,,,,,7,,372.5,-1427.7,27539.7,-5.18,25.75
Mongolia,2021-08-31T00:00:00.000Z,monthly,22.79,,,,,,,,,8,,241.1,-1186.6,28976.6,-4.1,16.78
Montenegro,2020-01-05T00:00:00.000Z,weekly,-43.05,86,151,142,126,191,155,141,199,1,154.2,-68.2,-68.2,154.2,-44.23,-44.23
Montenegro,2020-01-12T00:00:00.000Z,weekly,-20.77,119,150.2,140,129,203,127,152,177,2,153.4,-34.4,-102.6,307.6,-33.36,-22.43
Montenegro,2020-01-19T00:00:00.000Z,weekly,-4.35,145,151.6,148,126,189,153,142,193,3,154.8,-9.8,-112.4,462.4,-24.31,-6.33
Montenegro,2020-01-26T00:00:00.000Z,weekly,-7.51,133,143.8,128,155,146,119,171,170,4,147,-14,-126.4,609.4,-20.74,-9.52
Montenegro,2020-02-02T00:00:00.000Z,weekly,-5.44,139,147,134,123,173,136,169,201,5,150.2,-11.2,-137.6,759.6,-18.11,-7.46
Montenegro,2020-02-09T00:00:00.000Z,weekly,12.78,150,133,141,124,143,115,142,202,6,136.2,13.8,-123.8,895.8,-13.82,10.13
Montenegro,2020-02-16T00:00:00.000Z,weekly,1.72,130,127.8,126,122,120,131,140,210,7,131,-1,-124.8,1026.8,-12.15,-0.76
Montenegro,2020-02-23T00:00:00.000Z,weekly,-2.87,142,146.2,162,116,133,150,170,220,8,149.4,-7.4,-132.2,1176.2,-11.24,-4.95
Montenegro,2020-03-01T00:00:00.000Z,weekly,-15.72,119,141.2,155,130,134,158,129,219,9,144.4,-25.4,-157.6,1320.6,-11.93,-17.59
Montenegro,2020-03-08T00:00:00.000Z,weekly,1.59,141,138.8,163,123,115,144,149,209,10,142,-1,-158.6,1462.6,-10.84,-0.7
Montenegro,2020-03-15T00:00:00.000Z,weekly,-6.15,113,120.4,122,118,115,126,121,231,11,123.6,-10.6,-169.2,1586.2,-10.67,-8.58
