date,deaths,death_0_1_month,death_2_month_2_years,death_3_11_years,death_12_17_years,death_18_64_years,death_65_85_years,death_more_than_85_years,death_years_not_specified,reported,severe,injuries,total_deaths,total_reported,total_injuries,total_severe,total_death_0_1_month,total_death_2_month_2_years,total_death_3_11_years,total_death_12_17_years,total_death_18_64_years,total_death_65_85_years,total_death_more_than_85_years,total_death_years_not_specified
2021-08-21,94,0,0,0,0,52,40,0,0,1294,3146,4625,35429,1221241,5083278,1543609,21,5,0,31,8948,15388,9283,7
2021-08-22,3,0,0,0,0,0,3,0,0,509,286,2320,35432,1221750,5085598,1543895,21,5,0,31,8948,15391,9283,7
2021-08-23,107,0,0,0,0,33,53,15,0,4717,7499,16369,35539,1226467,5101967,1551394,21,5,0,31,8981,15444,9298,7
2021-08-24,305,0,0,0,0,118,134,47,0,5856,9933,21335,35844,1232323,5123302,1561327,21,5,0,31,9099,15578,9345,7
2021-08-25,366,4,0,0,2,81,178,93,0,5320,11215,19515,36210,1237643,5142817,1572542,25,5,0,33,9180,15756,9438,7
2021-08-26,264,0,9,0,0,70,101,75,0,5130,9398,18328,36474,1242773,5161145,1581940,25,14,0,33,9250,15857,9513,7
2021-08-27,264,0,0,0,3,77,117,59,0,4742,8793,16180,36738,1247515,5177325,1590733,25,14,0,36,9327,15974,9572,7
2021-08-28,41,0,0,0,0,15,20,6,0,845,1186,2798,36779,1248360,5180123,1591919,25,14,0,36,9342,15994,9578,7
2021-08-29,5,0,0,0,0,1,4,0,0,570,564,2246,36784,1248930,5182369,1592483,25,14,0,36,9343,15998,9578,7
2021-08-30,376,0,0,0,0,127,177,58,0,4586,8092,15760,37160,1253516,5198129,1600575,25,14,0,36,9470,16175,9636,7
2021-08-31,193,0,0,0,0,58,92,39,0,4804,8611,17214,37353,1258320,5215343,1609186,25,14,0,36,9528,16267,9675,7
2021-09-01,418,0,0,0,1,157,169,84,0,5887,12949,22372,37771,1264207,5237715,1622135,25,14,0,37,9685,16436,9759,7
2021-09-02,181,0,0,0,1,68,75,24,0,6769,13235,25348,37952,1270976,5263063,1635370,25,14,0,38,9753,16511,9783,7
2021-09-03,196,0,0,0,0,85,72,28,0,4454,6377,17111,38148,1275430,5280174,1641747,25,14,0,38,9838,16583,9811,7
