datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
280521,768,1,15,15-Jan-0768 00:00:00,280.001740111331,280.68096005466,279.322520168002
281007,769,5,15,15-May-0769 00:00:00,280.903646649755,282.410696476432,279.396596823079
281495,770,9,15,15-Sep-0770 00:00:00,276.882737495371,274.646300238201,279.119174752541
281982,772,1,15,15-Jan-0772 00:00:00,280.013574246233,280.692794189562,279.334354302904
282468,773,5,15,15-May-0773 00:00:00,280.907904609466,282.414954436143,279.40085478279
282956,774,9,15,15-Sep-0774 00:00:00,276.881457285959,274.645020028789,279.117894543129
283443,776,1,15,15-Jan-0776 00:00:00,280.015129882986,280.694349826315,279.335909939657
283929,777,5,15,15-May-0777 00:00:00,280.925599165992,282.432648992669,279.418549339316
284417,778,9,15,15-Sep-0778 00:00:00,276.906529008706,274.670091751536,279.142966265876
284904,780,1,15,15-Jan-0780 00:00:00,280.030541062443,280.709761005772,279.351321119114
285390,781,5,15,15-May-0781 00:00:00,280.922382010055,282.429431836732,279.415332183379
285878,782,9,15,15-Sep-0782 00:00:00,276.899966210788,274.663528953618,279.136403467958
286365,784,1,15,15-Jan-0784 00:00:00,280.023740114771,280.7029600581,279.344520171442
286851,785,5,15,15-May-0785 00:00:00,280.919383988403,282.42643381508,279.412334161727
287339,786,9,15,15-Sep-0786 00:00:00,276.893286365572,274.656849108402,279.129723622742
287826,788,1,15,15-Jan-0788 00:00:00,280.010688601787,280.689908545116,279.331468658458
288312,789,5,15,15-May-0789 00:00:00,280.898690174487,282.405740001164,279.391640347811
288800,790,9,15,15-Sep-0790 00:00:00,276.875878456786,274.639441199616,279.112315713956
289287,792,1,15,15-Jan-0792 00:00:00,279.992644725967,280.671864669296,279.313424782638
289773,793,5,15,15-May-0793 00:00:00,280.878350578669,282.385400405346,279.371300751993
290261,794,9,15,15-Sep-0794 00:00:00,276.854599155403,274.618161898233,279.091036412573
290748,796,1,15,15-Jan-0796 00:00:00,279.97487947721,280.654099420539,279.295659533881
291234,797,5,15,15-May-0797 00:00:00,280.864699873785,282.371749700462,279.357650047109
291722,798,9,15,15-Sep-0798 00:00:00,276.834553398874,274.598116141704,279.070990656044
292209,800,1,15,15-Jan-0800 00:00:00,279.962425407176,280.641645350505,279.283205463847
292695,801,5,15,15-May-0801 00:00:00,280.853239998224,282.360289824901,279.346190171548
293183,802,9,15,15-Sep-0802 00:00:00,276.83072495673,274.59428769956,279.0671622139
293670,804,1,15,15-Jan-0804 00:00:00,279.959745179951,280.63896512328,279.280525236622
294156,805,5,15,15-May-0805 00:00:00,280.86194777294,282.368997599617,279.354897946264
294644,806,9,15,15-Sep-0806 00:00:00,276.840363235868,274.603925978698,279.076800493038
295131,808,1,15,15-Jan-0808 00:00:00,279.975599359574,280.654819302903,279.296379416245
295617,809,5,15,15-May-0809 00:00:00,280.876487279317,282.383537105994,279.369437452641
296105,810,9,15,15-Sep-0810 00:00:00,276.856991851617,274.620554594447,279.093429108787
296592,812,1,15,15-Jan-0812 00:00:00,279.987813598646,280.667033541975,279.308593655317
297078,813,5,15,15-May-0813 00:00:00,280.886474461276,282.393524287953,279.3794246346
297566,814,9,15,15-Sep-0814 00:00:00,276.865407348024,274.628970090854,279.101844605194
298053,816,1,15,15-Jan-0816 00:00:00,279.998668476023,280.677888419352,279.319448532694
298539,817,5,15,15-May-0817 00:00:00,280.895235272144,282.402285098821,279.388185445468
299027,818,9,15,15-Sep-0818 00:00:00,276.877722606426,274.641285349256,279.114159863596
299514,820,1,15,15-Jan-0820 00:00:00,280.007332477107,280.686552420436,279.328112533778
300000,821,5,15,15-May-0821 00:00:00,280.906640060642,282.413689887319,279.399590233966
300488,822,9,15,15-Sep-0822 00:00:00,276.884381447255,274.647944190085,279.120818704425
300975,824,1,15,15-Jan-0824 00:00:00,280.009054804924,280.688274748253,279.329834861595
301461,825,5,15,15-May-0825 00:00:00,280.905188012746,282.412237839423,279.39813818607
301949,826,9,15,15-Sep-0826 00:00:00,276.878833763465,274.642396506295,279.115271020635
302436,828,1,15,15-Jan-0828 00:00:00,280.007279136495,280.686499079824,279.328059193166
302922,829,5,15,15-May-0829 00:00:00,280.907924503703,282.41497433038,279.400874677027
303410,830,9,15,15-Sep-0830 00:00:00,276.88423310835,274.64779585118,279.12067036552
303897,832,1,15,15-Jan-0832 00:00:00,280.008369957643,280.687589900972,279.329150014314
304383,833,5,15,15-May-0833 00:00:00,280.911872246632,282.418922073309,279.404822419956
304871,834,9,15,15-Sep-0834 00:00:00,276.881327611283,274.644890354113,279.117764868453
305358,836,1,15,15-Jan-0836 00:00:00,280.008612535599,280.687832478928,279.32939259227
305844,837,5,15,15-May-0837 00:00:00,280.908665345312,282.415715171989,279.401615518636
306332,838,9,15,15-Sep-0838 00:00:00,276.88761309418,274.65117583701,279.12405035135
306819,840,1,15,15-Jan-0840 00:00:00,280.020008596258,280.699228539587,279.340788652929
307305,841,5,15,15-May-0841 00:00:00,280.915469634461,282.422519461138,279.408419807785
307793,842,9,15,15-Sep-0842 00:00:00,276.898962229638,274.662524972468,279.135399486808
308280,844,1,15,15-Jan-0844 00:00:00,280.034698666683,280.713918610012,279.355478723354
308766,845,5,15,15-May-0845 00:00:00,280.934094198226,282.441144024903,279.42704437155
309254,846,9,15,15-Sep-0846 00:00:00,276.906058268423,274.669621011253,279.142495525593
309741,848,1,15,15-Jan-0848 00:00:00,280.035616370318,280.714836313647,279.356396426989
310227,849,5,15,15-May-0849 00:00:00,280.93713458393,282.444184410607,279.430084757254
310715,850,9,15,15-Sep-0850 00:00:00,276.910694641679,274.674257384509,279.147131898849
311202,852,1,15,15-Jan-0852 00:00:00,280.039108725636,280.718328668965,279.359888782307
311688,853,5,15,15-May-0853 00:00:00,280.933851997315,282.440901823992,279.426802170639
312176,854,9,15,15-Sep-0854 00:00:00,276.907290335618,274.670853078448,279.143727592788
312663,856,1,15,15-Jan-0856 00:00:00,280.03174718992,280.710967133249,279.352527246591
313149,857,5,15,15-May-0857 00:00:00,280.930568712173,282.43761853885,279.423518885497
313637,858,9,15,15-Sep-0858 00:00:00,276.905121529564,274.668684272394,279.141558786734
314124,860,1,15,15-Jan-0860 00:00:00,280.03539207674,280.714612020069,279.356172133411
314610,861,5,15,15-May-0861 00:00:00,280.926629759376,282.433679586053,279.4195799327
315098,862,9,15,15-Sep-0862 00:00:00,276.906033010095,274.669595752925,279.142470267265
315585,864,1,15,15-Jan-0864 00:00:00,280.033752506582,280.712972449911,279.354532563253
316071,865,5,15,15-May-0865 00:00:00,280.919075402894,282.426125229571,279.412025576218
316559,866,9,15,15-Sep-0866 00:00:00,276.882146484682,274.645709227512,279.118583741852
317046,868,1,15,15-Jan-0868 00:00:00,279.999715679258,280.678935622587,279.320495735929
317532,869,5,15,15-May-0869 00:00:00,280.894173654346,282.401223481023,279.38712382767
318020,870,9,15,15-Sep-0870 00:00:00,276.865020577874,274.628583320704,279.101457835044
318507,872,1,15,15-Jan-0872 00:00:00,279.991536400153,280.670756343482,279.312316456824
318993,873,5,15,15-May-0873 00:00:00,280.868416374956,282.375466201633,279.36136654828
319481,874,9,15,15-Sep-0874 00:00:00,276.833415531946,274.596978274776,279.069852789116
319968,876,1,15,15-Jan-0876 00:00:00,279.948585139679,280.627805083008,279.26936519635
320454,877,5,15,15-May-0877 00:00:00,280.835116467046,282.342166293723,279.32806664037
320942,878,9,15,15-Sep-0878 00:00:00,276.792253741982,274.555816484812,279.028690999152
321429,880,1,15,15-Jan-0880 00:00:00,279.91048852234,280.589708465669,279.231268579011
321915,881,5,15,15-May-0881 00:00:00,280.799188346555,282.306238173232,279.292138519879
322403,882,9,15,15-Sep-0882 00:00:00,276.759289282957,274.522852025787,278.995726540127
322890,884,1,15,15-Jan-0884 00:00:00,279.872465996742,280.551685940071,279.193246053413
323376,885,5,15,15-May-0885 00:00:00,280.753760441374,282.260810268051,279.246710614698
323864,886,9,15,15-Sep-0886 00:00:00,276.714452237872,274.478014980702,278.950889495042
324351,888,1,15,15-Jan-0888 00:00:00,279.830521382213,280.509741325542,279.151301438884
324837,889,5,15,15-May-0889 00:00:00,280.723818355643,282.23086818232,279.216768528967
325325,890,9,15,15-Sep-0890 00:00:00,276.68572107455,274.44928381738,278.92215833172
325812,892,1,15,15-Jan-0892 00:00:00,279.801096336558,280.480316279887,279.121876393229
326298,893,5,15,15-May-0893 00:00:00,280.680895521551,282.187945348228,279.173845694875
326786,894,9,15,15-Sep-0894 00:00:00,276.640965105326,274.404527848156,278.877402362496
327273,896,1,15,15-Jan-0896 00:00:00,279.760495742036,280.439715685365,279.081275798707
327759,897,5,15,15-May-0897 00:00:00,280.638360353431,282.145410180108,279.131310526755
328247,898,9,15,15-Sep-0898 00:00:00,276.601743419986,274.365306162816,278.838180677156
328734,900,1,15,15-Jan-0900 00:00:00,279.709546511617,280.388766454946,279.030326568288
329219,901,5,15,15-May-0901 00:00:00,280.59924456706,282.106294393737,279.092194740384
329707,902,9,15,15-Sep-0902 00:00:00,276.55839593957,274.3219586824,278.79483319674
330194,904,1,15,15-Jan-0904 00:00:00,279.673932744464,280.353152687793,278.994712801135
330680,905,5,15,15-May-0905 00:00:00,280.566481880301,282.073531706978,279.059432053625
331168,906,9,15,15-Sep-0906 00:00:00,276.516413691733,274.279976434563,278.752850948903
331655,908,1,15,15-Jan-0908 00:00:00,279.627079837463,280.306299780792,278.947859894134
332141,909,5,15,15-May-0909 00:00:00,280.513674819932,282.020724646609,279.006624993256
332629,910,9,15,15-Sep-0910 00:00:00,276.474056888006,274.237619630836,278.710494145176
333116,912,1,15,15-Jan-0912 00:00:00,279.587992186458,280.267212129787,278.908772243129
333602,913,5,15,15-May-0913 00:00:00,280.476531702356,281.983581529033,278.96948187568
334090,914,9,15,15-Sep-0914 00:00:00,276.437379887154,274.200942629984,278.673817144324
334577,916,1,15,15-Jan-0916 00:00:00,279.554992483271,280.2342124266,278.875772539942
335063,917,5,15,15-May-0917 00:00:00,280.438837300689,281.945887127366,278.931787474013
335551,918,9,15,15-Sep-0918 00:00:00,276.40397198498,274.16753472781,278.64040924215
336038,920,1,15,15-Jan-0920 00:00:00,279.507855181994,280.187075125323,278.828635238665
336524,921,5,15,15-May-0921 00:00:00,280.387765286478,281.894815113155,278.880715459802
337012,922,9,15,15-Sep-0922 00:00:00,276.348528666783,274.112091409613,278.584965923953
337499,924,1,15,15-Jan-0924 00:00:00,279.461085146723,280.140305090052,278.781865203394
337985,925,5,15,15-May-0925 00:00:00,280.351350811848,281.858400638525,278.844300985172
338473,926,9,15,15-Sep-0926 00:00:00,276.306735457467,274.070298200297,278.543172714637
338960,928,1,15,15-Jan-0928 00:00:00,279.428953409507,280.108173352836,278.749733466178
339446,929,5,15,15-May-0929 00:00:00,280.305712063189,281.812761889866,278.798662236513
339934,930,9,15,15-Sep-0930 00:00:00,276.26898163463,274.03254437746,278.5054188918
340421,932,1,15,15-Jan-0932 00:00:00,279.385980758063,280.065200701392,278.706760814734
340907,933,5,15,15-May-0933 00:00:00,280.266411803207,281.773461629884,278.759361976531
341395,934,9,15,15-Sep-0934 00:00:00,276.236523543278,274.000086286108,278.472960800448
341882,936,1,15,15-Jan-0936 00:00:00,279.350255001928,280.029474945257,278.671035058599
342368,937,5,15,15-May-0937 00:00:00,280.231311880368,281.738361707045,278.724262053692
342856,938,9,15,15-Sep-0938 00:00:00,276.201041175464,273.964603918294,278.437478432634
343343,940,1,15,15-Jan-0940 00:00:00,279.320001513758,279.999221457087,278.640781570429
343829,941,5,15,15-May-0941 00:00:00,280.204051909929,281.711101736606,278.697002083253
344317,942,9,15,15-Sep-0942 00:00:00,276.173554793298,273.937117536128,278.409992050468
344804,944,1,15,15-Jan-0944 00:00:00,279.296781597963,279.976001541292,278.617561654634
345290,945,5,15,15-May-0945 00:00:00,280.204929061783,281.71197888846,278.697879235107
345778,946,9,15,15-Sep-0946 00:00:00,276.189070234962,273.952632977792,278.425507492132
346265,948,1,15,15-Jan-0948 00:00:00,279.320841909837,280.000061853166,278.641621966508
346751,949,5,15,15-May-0949 00:00:00,280.219536115859,281.726585942536,278.712486289183
347239,950,9,15,15-Sep-0950 00:00:00,276.211555934569,273.975118677399,278.447993191739
347726,952,1,15,15-Jan-0952 00:00:00,279.342060610356,280.021280553685,278.662840667027
348212,953,5,15,15-May-0953 00:00:00,280.249663366447,281.756713193124,278.742613539771
348700,954,9,15,15-Sep-0954 00:00:00,276.2621102726,274.02567301543,278.49854752977
349187,956,1,15,15-Jan-0956 00:00:00,279.398308872736,280.077528816065,278.719088929407
349673,957,5,15,15-May-0957 00:00:00,280.308043508252,281.815093334929,278.800993681576
350161,958,9,15,15-Sep-0958 00:00:00,276.295292604788,274.058855347618,278.531729861958
350648,960,1,15,15-Jan-0960 00:00:00,279.440747473537,280.119967416866,278.761527530208
351134,961,5,15,15-May-0961 00:00:00,280.343220324452,281.850270151129,278.836170497776
351622,962,9,15,15-Sep-0962 00:00:00,276.33575089349,274.09931363632,278.57218815066
352109,964,1,15,15-Jan-0964 00:00:00,279.476896817894,280.156116761223,278.797676874565
352595,965,5,15,15-May-0965 00:00:00,280.390549568777,281.897599395454,278.883499742101
353083,966,9,15,15-Sep-0966 00:00:00,276.380112815467,274.143675558297,278.616550072637
353570,968,1,15,15-Jan-0968 00:00:00,279.531577845196,280.210797788525,278.852357901867
354056,969,5,15,15-May-0969 00:00:00,280.468430737416,281.975480564093,278.96138091074
354544,970,9,15,15-Sep-0970 00:00:00,276.465867839543,274.229430582373,278.702305096713
355031,972,1,15,15-Jan-0972 00:00:00,279.6231448137,280.302364757029,278.943924870371
355517,973,5,15,15-May-0973 00:00:00,280.541618037031,282.048667863708,279.034568210355
356005,974,9,15,15-Sep-0974 00:00:00,276.521807655964,274.285370398794,278.758244913134
356492,976,1,15,15-Jan-0976 00:00:00,279.661478981479,280.340698924808,278.98225903815
356978,977,5,15,15-May-0977 00:00:00,280.566342341002,282.073392167679,279.059292514326
357466,978,9,15,15-Sep-0978 00:00:00,276.555974060922,274.319536803752,278.792411318092
357953,980,1,15,15-Jan-0980 00:00:00,279.692825794657,280.372045737986,279.013605851328
358439,981,5,15,15-May-0981 00:00:00,280.603308972803,282.11035879948,279.096259146127
358927,982,9,15,15-Sep-0982 00:00:00,276.597820215132,274.361382957962,278.834257472302
359414,984,1,15,15-Jan-0984 00:00:00,279.750701908761,280.42992185209,279.071481965432
359900,985,5,15,15-May-0985 00:00:00,280.670180717221,282.177230543898,279.163130890545
360388,986,9,15,15-Sep-0986 00:00:00,276.67679159136,274.44035433419,278.91322884853
360875,988,1,15,15-Jan-0988 00:00:00,279.849537405759,280.528757349088,279.17031746243
361361,989,5,15,15-May-0989 00:00:00,280.762130089752,282.269179916429,279.255080263076
361849,990,9,15,15-Sep-0990 00:00:00,276.762392819616,274.525955562446,278.998830076786
362336,992,1,15,15-Jan-0992 00:00:00,279.913845349839,280.593065293168,279.23462540651
362822,993,5,15,15-May-0993 00:00:00,280.841850123902,282.348899950579,279.334800297226
363310,994,9,15,15-Sep-0994 00:00:00,276.839331276781,274.602894019611,279.075768533951
363797,996,1,15,15-Jan-0996 00:00:00,279.988995014522,280.668214957851,279.309775071193
364283,997,5,15,15-May-0997 00:00:00,280.91794145408,282.424991280757,279.410891627404
364771,998,9,15,15-Sep-0998 00:00:00,276.919087017033,274.682649759863,279.155524274203
365258,1000,1,15,15-Jan-1000 00:00:00,280.077169163689,280.756389107018,279.39794922036
365743,1001,5,15,15-May-1001 00:00:00,281.006316152902,282.513365979579,279.499266326226
366231,1002,9,15,15-Sep-1002 00:00:00,277.012858990302,274.776421733132,279.249296247472
366718,1004,1,15,15-Jan-1004 00:00:00,280.172424468103,280.851644411432,279.493204524774
367204,1005,5,15,15-May-1005 00:00:00,281.103917960657,282.610967787334,279.596868133981
367692,1006,9,15,15-Sep-1006 00:00:00,277.102679969184,274.866242712014,279.339117226354
368179,1008,1,15,15-Jan-1008 00:00:00,280.255324322999,280.934544266328,279.57610437967
368665,1009,5,15,15-May-1009 00:00:00,281.179476459231,282.686526285908,279.672426632555
369153,1010,9,15,15-Sep-1010 00:00:00,277.195038259112,274.958601001942,279.431475516282
369640,1012,1,15,15-Jan-1012 00:00:00,280.360443812086,281.039663755415,279.681223868757
370126,1013,5,15,15-May-1013 00:00:00,281.308387494203,282.81543732088,279.801337667527
370614,1014,9,15,15-Sep-1014 00:00:00,277.324495992356,275.088058735186,279.560933249526
371101,1016,1,15,15-Jan-1016 00:00:00,280.499309056222,281.178528999551,279.820089112893
371587,1017,5,15,15-May-1017 00:00:00,281.436963949535,282.944013776212,279.929914122859
372075,1018,9,15,15-Sep-1018 00:00:00,277.455402357018,275.218965099848,279.691839614188
372562,1020,1,15,15-Jan-1020 00:00:00,280.61858737295,281.297807316279,279.939367429621
373048,1021,5,15,15-May-1021 00:00:00,281.561457480516,283.068507307193,280.05440765384
373536,1022,9,15,15-Sep-1022 00:00:00,277.583019991189,275.346582734019,279.819457248359
374023,1024,1,15,15-Jan-1024 00:00:00,280.755552880752,281.434772824081,280.076332937423
374509,1025,5,15,15-May-1025 00:00:00,281.702882361734,283.209932188411,280.195832535058
374997,1026,9,15,15-Sep-1026 00:00:00,277.729712664798,275.493275407628,279.966149921968
375484,1028,1,15,15-Jan-1028 00:00:00,280.903936581719,281.583156525048,280.22471663839
375970,1029,5,15,15-May-1029 00:00:00,281.853134581129,283.360184407806,280.346084754453
376458,1030,9,15,15-Sep-1030 00:00:00,277.878575401131,275.642138143961,280.115012658301
376945,1032,1,15,15-Jan-1032 00:00:00,281.061595302739,281.740815246068,280.38237535941
377431,1033,5,15,15-May-1033 00:00:00,282.012557180018,283.519607006695,280.505507353342
377919,1034,9,15,15-Sep-1034 00:00:00,278.045660202747,275.809222945577,280.282097459917
378406,1036,1,15,15-Jan-1036 00:00:00,281.220961696616,281.900181639945,280.541741753287
378892,1037,5,15,15-May-1037 00:00:00,282.167769792739,283.674819619416,280.660719966063
379380,1038,9,15,15-Sep-1038 00:00:00,278.199143947535,275.962706690365,280.435581204705
379867,1040,1,15,15-Jan-1040 00:00:00,281.377950296371,282.0571702397,280.698730353042
380353,1041,5,15,15-May-1041 00:00:00,282.330875785642,283.837925612319,280.823825958966
380841,1042,9,15,15-Sep-1042 00:00:00,278.358861263357,276.122424006187,280.595298520527
381328,1044,1,15,15-Jan-1044 00:00:00,281.54383835076,282.223058294089,280.864618407431
381814,1045,5,15,15-May-1045 00:00:00,282.489008282352,283.996058109029,280.981958455676
382302,1046,9,15,15-Sep-1046 00:00:00,278.521189134363,276.284751877193,280.757626391533
382789,1048,1,15,15-Jan-1048 00:00:00,281.698728101971,282.3779480453,281.019508158642
383275,1049,5,15,15-May-1049 00:00:00,282.654410167454,284.161459994131,281.147360340778
383763,1050,9,15,15-Sep-1050 00:00:00,278.696095735269,276.459658478099,280.932532992439
384250,1052,1,15,15-Jan-1052 00:00:00,281.8815972625,282.560817205829,281.202377319171
384736,1053,5,15,15-May-1053 00:00:00,282.847144279398,284.354194106075,281.340094452722
385224,1054,9,15,15-Sep-1054 00:00:00,278.896184884788,276.659747627618,281.132622141958
385711,1056,1,15,15-Jan-1056 00:00:00,282.081934621892,282.761154565221,281.402714678563
386197,1057,5,15,15-May-1057 00:00:00,283.035086892564,284.542136719241,281.528037065888
386685,1058,9,15,15-Sep-1058 00:00:00,279.081035986084,276.844598728914,281.317473243254
387172,1060,1,15,15-Jan-1060 00:00:00,282.266278478037,282.945498421366,281.587058534708
387658,1061,5,15,15-May-1061 00:00:00,283.217309359812,284.724359186489,281.710259533136
388146,1062,9,15,15-Sep-1062 00:00:00,279.252508243861,277.016070986691,281.488945501031
388633,1064,1,15,15-Jan-1064 00:00:00,282.436579164961,283.11579910829,281.757359221632
389119,1065,5,15,15-May-1065 00:00:00,283.379192929634,284.886242756311,281.872143102958
389607,1066,9,15,15-Sep-1066 00:00:00,279.403541014111,277.167103756941,281.639978271281
390094,1068,1,15,15-Jan-1068 00:00:00,282.577825579734,283.257045523063,281.898605636405
390580,1069,5,15,15-May-1069 00:00:00,283.525347320221,285.032397146898,282.018297493545
391068,1070,9,15,15-Sep-1070 00:00:00,279.548205994225,277.311768737055,281.784643251395
391555,1072,1,15,15-Jan-1072 00:00:00,282.729897600245,283.409117543574,282.050677656916
392041,1073,5,15,15-May-1073 00:00:00,283.674249974477,285.181299801154,282.167200147801
392529,1074,9,15,15-Sep-1074 00:00:00,279.698578879021,277.462141621851,281.935016136191
393016,1076,1,15,15-Jan-1076 00:00:00,282.87781092361,283.557030866939,282.198590980281
393502,1077,5,15,15-May-1077 00:00:00,283.821609345064,285.328659171741,282.314559518388
393990,1078,9,15,15-Sep-1078 00:00:00,279.846880609384,277.610443352214,282.083317866554
394477,1080,1,15,15-Jan-1080 00:00:00,283.018197305211,283.69741724854,282.338977361882
394963,1081,5,15,15-May-1081 00:00:00,283.961774779085,285.468824605762,282.454724952409
395451,1082,9,15,15-Sep-1082 00:00:00,279.980682567672,277.744245310502,282.217119824842
395938,1084,1,15,15-Jan-1084 00:00:00,283.153876155458,283.833096098787,282.474656212129
396424,1085,5,15,15-May-1085 00:00:00,284.090575851243,285.59762567792,282.583526024567
396912,1086,9,15,15-Sep-1086 00:00:00,280.112401488171,277.875964231001,282.348838745341
397399,1088,1,15,15-Jan-1088 00:00:00,283.27805808762,283.957278030949,282.598838144291
397885,1089,5,15,15-May-1089 00:00:00,284.223700721838,285.730750548515,282.716650895162
398373,1090,9,15,15-Sep-1090 00:00:00,280.243187854138,278.006750596968,282.479625111308
398860,1092,1,15,15-Jan-1092 00:00:00,283.408561793365,284.087781736694,282.729341850036
399346,1093,5,15,15-May-1093 00:00:00,284.350406814245,285.857456640922,282.843356987569
399834,1094,9,15,15-Sep-1094 00:00:00,280.367608863363,278.131171606193,282.604046120533
400321,1096,1,15,15-Jan-1096 00:00:00,283.533577634237,284.212797577566,282.854357690908
400807,1097,5,15,15-May-1097 00:00:00,284.4605656914,285.967615518077,282.953515864724
401295,1098,9,15,15-Sep-1098 00:00:00,280.481874484764,278.245437227594,282.718311741934
401782,1100,1,15,15-Jan-1100 00:00:00,283.643120284215,284.322340227544,282.963900340886
402267,1101,5,15,15-May-1101 00:00:00,284.574595079071,286.081644905748,283.067545252395
402755,1102,9,15,15-Sep-1102 00:00:00,280.584066538486,278.347629281316,282.820503795656
403242,1104,1,15,15-Jan-1104 00:00:00,283.749211287273,284.428431230602,283.069991343944
403728,1105,5,15,15-May-1105 00:00:00,284.683120924124,286.190170750801,283.176071097448
404216,1106,9,15,15-Sep-1106 00:00:00,280.699616717112,278.463179459942,282.936053974282
404703,1108,1,15,15-Jan-1108 00:00:00,283.867921222351,284.54714116568,283.188701279022
405189,1109,5,15,15-May-1109 00:00:00,284.792250131939,286.299299958616,283.285200305263
405677,1110,9,15,15-Sep-1110 00:00:00,280.79380225225,278.55736499508,283.03023950942
406164,1112,1,15,15-Jan-1112 00:00:00,283.947953362477,284.627173305806,283.268733419148
406650,1113,5,15,15-May-1113 00:00:00,284.884706925823,286.3917567525,283.377657099147
407138,1114,9,15,15-Sep-1114 00:00:00,280.894140284648,278.657703027478,283.130577541818
407625,1116,1,15,15-Jan-1116 00:00:00,284.054205733204,284.733425676533,283.374985789875
408111,1117,5,15,15-May-1117 00:00:00,284.980944959935,286.487994786612,283.473895133259
408599,1118,9,15,15-Sep-1118 00:00:00,280.98288796737,278.7464507102,283.21932522454
409086,1120,1,15,15-Jan-1120 00:00:00,284.147918153626,284.827138096955,283.468698210297
409572,1121,5,15,15-May-1121 00:00:00,285.073022734763,286.58007256144,283.565972908087
410060,1122,9,15,15-Sep-1122 00:00:00,281.080235551784,278.843798294614,283.316672808954
410547,1124,1,15,15-Jan-1124 00:00:00,284.240964272008,284.920184215337,283.561744328679
411033,1125,5,15,15-May-1125 00:00:00,285.165413280714,286.672463107391,283.658363454038
411521,1126,9,15,15-Sep-1126 00:00:00,281.172081330351,278.935644073181,283.408518587521
412008,1128,1,15,15-Jan-1128 00:00:00,284.330363980701,285.00958392403,283.651144037372
412494,1129,5,15,15-May-1129 00:00:00,285.253300856588,286.760350683265,283.746251029912
412982,1130,9,15,15-Sep-1130 00:00:00,281.261547178482,279.025109921312,283.497984435652
413469,1132,1,15,15-Jan-1132 00:00:00,284.415624924748,285.094844868077,283.736404981419
413955,1133,5,15,15-May-1133 00:00:00,285.336711948875,286.843761775552,283.829662122199
414443,1134,9,15,15-Sep-1134 00:00:00,281.340856126132,279.104418868962,283.577293383302
414930,1136,1,15,15-Jan-1136 00:00:00,284.489385964446,285.168605907775,283.810166021117
415416,1137,5,15,15-May-1137 00:00:00,285.415898553184,286.922948379861,283.908848726508
415904,1138,9,15,15-Sep-1138 00:00:00,281.416328201065,279.179890943895,283.652765458235
416391,1140,1,15,15-Jan-1140 00:00:00,284.570893397944,285.250113341273,283.891673454615
416877,1141,5,15,15-May-1141 00:00:00,285.492970176303,287.00002000298,283.985920349627
417365,1142,9,15,15-Sep-1142 00:00:00,281.490572341493,279.254135084323,283.727009598663
417852,1144,1,15,15-Jan-1144 00:00:00,284.640048070655,285.319268013984,283.960828127326
418338,1145,5,15,15-May-1145 00:00:00,285.561123436731,287.068173263408,284.054073610055
418826,1146,9,15,15-Sep-1146 00:00:00,281.559466530302,279.323029273132,283.795903787472
419313,1148,1,15,15-Jan-1148 00:00:00,284.703697730043,285.382917673372,284.024477786714
419799,1149,5,15,15-May-1149 00:00:00,285.62827003162,287.135319858297,284.121220204944
420287,1150,9,15,15-Sep-1150 00:00:00,281.617266130441,279.380828873271,283.853703387611
420774,1152,1,15,15-Jan-1152 00:00:00,284.769982498481,285.44920244181,284.090762555152
421260,1153,5,15,15-May-1153 00:00:00,285.691796535194,287.198846361871,284.184746708518
421748,1154,9,15,15-Sep-1154 00:00:00,281.685135745999,279.448698488829,283.921573003169
422235,1156,1,15,15-Jan-1156 00:00:00,284.82072071208,285.499940655409,284.141500768751
422721,1157,5,15,15-May-1157 00:00:00,285.732978741653,287.24002856833,284.225928914977
423209,1158,9,15,15-Sep-1158 00:00:00,281.71711438289,279.48067712572,283.95355164006
423696,1160,1,15,15-Jan-1160 00:00:00,284.850946632632,285.530166575961,284.171726689303
424182,1161,5,15,15-May-1161 00:00:00,285.745352724754,287.252402551431,284.238302898078
424670,1162,9,15,15-Sep-1162 00:00:00,281.724296830946,279.487859573776,283.960734088116
425157,1164,1,15,15-Jan-1164 00:00:00,284.854202939927,285.533422883256,284.174982996598
425643,1165,5,15,15-May-1165 00:00:00,285.750603666954,287.257653493631,284.243553840278
426131,1166,9,15,15-Sep-1166 00:00:00,281.72533269196,279.48889543479,283.96176994913
426618,1168,1,15,15-Jan-1168 00:00:00,284.850398997853,285.529618941182,284.171179054524
427104,1169,5,15,15-May-1169 00:00:00,285.746893121457,287.253942948134,284.239843294781
427592,1170,9,15,15-Sep-1170 00:00:00,281.723386020769,279.486948763599,283.959823277939
428079,1172,1,15,15-Jan-1172 00:00:00,284.846053549198,285.525273492527,284.166833605869
428565,1173,5,15,15-May-1173 00:00:00,285.745293647958,287.252343474635,284.238243821282
429053,1174,9,15,15-Sep-1174 00:00:00,281.721131471822,279.484694214652,283.957568728992
429540,1176,1,15,15-Jan-1176 00:00:00,284.851914751439,285.531134694768,284.17269480811
430026,1177,5,15,15-May-1177 00:00:00,285.745937783087,287.252987609764,284.238887956411
430514,1178,9,15,15-Sep-1178 00:00:00,281.716608270125,279.480171012955,283.953045527295
431001,1180,1,15,15-Jan-1180 00:00:00,284.842301413323,285.521521356652,284.163081469994
431487,1181,5,15,15-May-1181 00:00:00,285.732289457524,287.239339284201,284.225239630848
