datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
19982,54,9,15,15-Sep-0054 00:00:00,274.934786581289,272.698349324119,277.171223838459
20469,56,1,15,15-Jan-0056 00:00:00,278.067638583874,278.746858527203,277.388418640545
20955,57,5,15,15-May-0057 00:00:00,278.968649938593,280.47569976527,277.461600111917
21443,58,9,15,15-Sep-0058 00:00:00,274.947790268358,272.711353011188,277.184227525528
21930,60,1,15,15-Jan-0060 00:00:00,278.081775664975,278.760995608304,277.402555721646
22416,61,5,15,15-May-0061 00:00:00,278.982917107364,280.489966934041,277.475867280688
22904,62,9,15,15-Sep-0062 00:00:00,274.96423835135,272.72780109418,277.20067560852
23391,64,1,15,15-Jan-0064 00:00:00,278.097716518843,278.776936462172,277.418496575514
23877,65,5,15,15-May-0065 00:00:00,279.003989396373,280.51103922305,277.496939569697
24365,66,9,15,15-Sep-0066 00:00:00,274.986845423722,272.750408166552,277.223282680892
24852,68,1,15,15-Jan-0068 00:00:00,278.116455751247,278.795675694576,277.437235807918
25338,69,5,15,15-May-0069 00:00:00,279.018753858225,280.525803684902,277.511704031549
25826,70,9,15,15-Sep-0070 00:00:00,274.993472501367,272.757035244197,277.229909758537
26313,72,1,15,15-Jan-0072 00:00:00,278.122120409422,278.801340352751,277.442900466093
26799,73,5,15,15-May-0073 00:00:00,279.025473513294,280.532523339971,277.518423686618
27287,74,9,15,15-Sep-0074 00:00:00,275.010800868753,272.774363611583,277.247238125923
27774,76,1,15,15-Jan-0076 00:00:00,278.145704387715,278.824924331044,277.466484444386
28260,77,5,15,15-May-0077 00:00:00,279.042797095214,280.549846921891,277.535747268538
28748,78,9,15,15-Sep-0078 00:00:00,275.022089879881,272.785652622711,277.258527137051
29235,80,1,15,15-Jan-0080 00:00:00,278.161210166797,278.840430110126,277.481990223468
29721,81,5,15,15-May-0081 00:00:00,279.061773864084,280.568823690761,277.554724037408
30209,82,9,15,15-Sep-0082 00:00:00,275.04600201332,272.80956475615,277.28243927049
30696,84,1,15,15-Jan-0084 00:00:00,278.177253130081,278.85647307341,277.498033186752
31182,85,5,15,15-May-0085 00:00:00,279.086243282385,280.593293109062,277.579193455709
31670,86,9,15,15-Sep-0086 00:00:00,275.067724146736,272.831286889566,277.304161403906
32157,88,1,15,15-Jan-0088 00:00:00,278.204274993703,278.883494937032,277.525055050374
32643,89,5,15,15-May-0089 00:00:00,279.108263240895,280.615313067572,277.601213414219
33131,90,9,15,15-Sep-0090 00:00:00,275.094943777161,272.858506519991,277.331381034331
33618,92,1,15,15-Jan-0092 00:00:00,278.232408317485,278.911628260814,277.553188374156
34104,93,5,15,15-May-0093 00:00:00,279.140906974772,280.647956801449,277.633857148096
34592,94,9,15,15-Sep-0094 00:00:00,275.132333627507,272.895896370337,277.368770884677
35079,96,1,15,15-Jan-0096 00:00:00,278.25654609932,278.935766042649,277.577326155991
35565,97,5,15,15-May-0097 00:00:00,279.165431085112,280.672480911789,277.658381258436
36053,98,9,15,15-Sep-0098 00:00:00,275.160081478111,272.923644220941,277.396518735281
36540,100,1,15,15-Jan-0100 00:00:00,278.302014383764,278.981234327093,277.622794440435
37025,101,5,15,15-May-0101 00:00:00,279.204219632266,280.711269458943,277.69716980559
37513,102,9,15,15-Sep-0102 00:00:00,275.190398286759,272.953961029589,277.426835543929
38000,104,1,15,15-Jan-0104 00:00:00,278.315589237663,278.994809180992,277.636369294334
38486,105,5,15,15-May-0105 00:00:00,279.228150243646,280.735200070323,277.72110041697
38974,106,9,15,15-Sep-0106 00:00:00,275.201989258263,272.965552001093,277.438426515433
39461,108,1,15,15-Jan-0108 00:00:00,278.338957189101,279.01817713243,277.659737245772
39947,109,5,15,15-May-0109 00:00:00,279.240869654254,280.747919480931,277.733819827578
40435,110,9,15,15-Sep-0110 00:00:00,275.223021798286,272.986584541116,277.459459055456
40922,112,1,15,15-Jan-0112 00:00:00,278.35770808463,279.036928027959,277.678488141301
41408,113,5,15,15-May-0113 00:00:00,279.274595365851,280.781645192528,277.767545539175
41896,114,9,15,15-Sep-0114 00:00:00,275.260973659369,273.024536402199,277.497410916539
42383,116,1,15,15-Jan-0116 00:00:00,278.401172287365,279.080392230694,277.721952344036
42869,117,5,15,15-May-0117 00:00:00,279.298638333915,280.805688160592,277.791588507239
43357,118,9,15,15-Sep-0118 00:00:00,275.281518293462,273.045081036292,277.517955550632
43844,120,1,15,15-Jan-0120 00:00:00,278.414886482175,279.094106425504,277.735666538846
44330,121,5,15,15-May-0121 00:00:00,279.320197923906,280.827247750583,277.81314809723
44818,122,9,15,15-Sep-0122 00:00:00,275.303233627593,273.066796370423,277.539670884763
45305,124,1,15,15-Jan-0124 00:00:00,278.433103387589,279.112323330918,277.75388344426
45791,125,5,15,15-May-0125 00:00:00,279.339361014044,280.846410840721,277.832311187368
46279,126,9,15,15-Sep-0126 00:00:00,275.319341518882,273.082904261712,277.555778776052
46766,128,1,15,15-Jan-0128 00:00:00,278.453169676501,279.13238961983,277.773949733172
47252,129,5,15,15-May-0129 00:00:00,279.35141019504,280.858460021717,277.844360368364
47740,130,9,15,15-Sep-0130 00:00:00,275.33186744401,273.09543018684,277.56830470118
48227,132,1,15,15-Jan-0132 00:00:00,278.467722100657,279.146942043986,277.788502157328
48713,133,5,15,15-May-0133 00:00:00,279.371275866086,280.878325692763,277.86422603941
49201,134,9,15,15-Sep-0134 00:00:00,275.35288647669,273.11644921952,277.58932373386
49688,136,1,15,15-Jan-0136 00:00:00,278.490788046826,279.170007990155,277.811568103497
50174,137,5,15,15-May-0137 00:00:00,279.393592467916,280.900642294593,277.88654264124
50662,138,9,15,15-Sep-0138 00:00:00,275.380627431257,273.144190174087,277.617064688427
51149,140,1,15,15-Jan-0140 00:00:00,278.516364064328,279.195584007657,277.837144120999
51635,141,5,15,15-May-0141 00:00:00,279.415287390461,280.922337217138,277.908237563785
52123,142,9,15,15-Sep-0142 00:00:00,275.406616590261,273.170179333091,277.643053847431
52610,144,1,15,15-Jan-0144 00:00:00,278.54193037319,279.221150316519,277.862710429861
53096,145,5,15,15-May-0145 00:00:00,279.449818465018,280.956868291695,277.942768638342
53584,146,9,15,15-Sep-0146 00:00:00,275.435245086411,273.198807829241,277.671682343581
54071,148,1,15,15-Jan-0148 00:00:00,278.572954018458,279.252173961787,277.893734075129
54557,149,5,15,15-May-0149 00:00:00,279.477435554709,280.984485381386,277.970385728033
55045,150,9,15,15-Sep-0150 00:00:00,275.467167296988,273.230730039818,277.703604554158
55532,152,1,15,15-Jan-0152 00:00:00,278.606328316497,279.285548259826,277.927108373168
56018,153,5,15,15-May-0153 00:00:00,279.513832101228,281.020881927905,278.006782274552
56506,154,9,15,15-Sep-0154 00:00:00,275.505842123703,273.269404866533,277.742279380873
56993,156,1,15,15-Jan-0156 00:00:00,278.653369365296,279.332589308625,277.974149421967
57479,157,5,15,15-May-0157 00:00:00,279.563737833237,281.070787659914,278.056688006561
57967,158,9,15,15-Sep-0158 00:00:00,275.561779772393,273.325342515223,277.798217029563
58454,160,1,15,15-Jan-0160 00:00:00,278.705859981088,279.385079924417,278.026640037759
58940,161,5,15,15-May-0161 00:00:00,279.622247541331,281.129297368008,278.115197714655
59428,162,9,15,15-Sep-0162 00:00:00,275.616011257683,273.379574000513,277.852448514853
59915,164,1,15,15-Jan-0164 00:00:00,278.764265018799,279.443484962128,278.08504507547
60401,165,5,15,15-May-0165 00:00:00,279.689567947459,281.196617774136,278.182518120783
60889,166,9,15,15-Sep-0166 00:00:00,275.683892966103,273.447455708933,277.920330223273
61376,168,1,15,15-Jan-0168 00:00:00,278.832735314698,279.511955258027,278.153515371369
61862,169,5,15,15-May-0169 00:00:00,279.750847103052,281.257896929729,278.243797276376
62350,170,9,15,15-Sep-0170 00:00:00,275.756552811344,273.520115554174,277.992990068514
62837,172,1,15,15-Jan-0172 00:00:00,278.906841879932,279.586061823261,278.227621936603
63323,173,5,15,15-May-0173 00:00:00,279.835953182824,281.343003009501,278.328903356148
63811,174,9,15,15-Sep-0174 00:00:00,275.840025551723,273.603588294553,278.076462808893
64298,176,1,15,15-Jan-0176 00:00:00,278.995790169041,279.67501011237,278.316570225712
64784,177,5,15,15-May-0177 00:00:00,279.919005652588,281.426055479265,278.411955825912
65272,178,9,15,15-Sep-0178 00:00:00,275.926195573314,273.689758316144,278.162632830484
65759,180,1,15,15-Jan-0180 00:00:00,279.080587603406,279.759807546735,278.401367660077
66245,181,5,15,15-May-0181 00:00:00,279.995163738257,281.502213564934,278.488113911581
66733,182,9,15,15-Sep-0182 00:00:00,275.994681558203,273.758244301033,278.231118815373
67220,184,1,15,15-Jan-0184 00:00:00,279.154595657728,279.833815601057,278.475375714399
67706,185,5,15,15-May-0185 00:00:00,280.088086583967,281.595136410644,278.581036757291
68194,186,9,15,15-Sep-0186 00:00:00,276.079822218636,273.843384961466,278.316259475806
68681,188,1,15,15-Jan-0188 00:00:00,279.240915680448,279.920135623777,278.561695737119
69167,189,5,15,15-May-0189 00:00:00,280.159030082871,281.666079909548,278.651980256195
69655,190,9,15,15-Sep-0190 00:00:00,276.160523856756,273.924086599586,278.396961113926
70142,192,1,15,15-Jan-0192 00:00:00,279.339721686358,280.018941629687,278.660501743029
70628,193,5,15,15-May-0193 00:00:00,280.258579481673,281.76562930835,278.751529654997
71116,194,9,15,15-Sep-0194 00:00:00,276.276491888544,274.040054631374,278.512929145714
71603,196,1,15,15-Jan-0196 00:00:00,279.434084997195,280.113304940524,278.754865053866
72089,197,5,15,15-May-0197 00:00:00,280.368352573077,281.875402399754,278.861302746401
72577,198,9,15,15-Sep-0198 00:00:00,276.381304710484,274.144867453314,278.617741967654
73064,200,1,15,15-Jan-0200 00:00:00,279.552856738982,280.232076682311,278.873636795653
73549,201,5,15,15-May-0201 00:00:00,280.477045411738,281.984095238415,278.969995585062
74037,202,9,15,15-Sep-0202 00:00:00,276.499765286118,274.263328028948,278.736202543288
74524,204,1,15,15-Jan-0204 00:00:00,279.654479811714,280.333699755043,278.975259868385
75010,205,5,15,15-May-0205 00:00:00,280.59984540576,282.106895232437,279.092795579084
75498,206,9,15,15-Sep-0206 00:00:00,276.616450893301,274.380013636131,278.852888150471
75985,208,1,15,15-Jan-0208 00:00:00,279.789665382494,280.468885325823,279.110445439165
76471,209,5,15,15-May-0209 00:00:00,280.714801113199,282.221850939876,279.207751286523
76959,210,9,15,15-Sep-0210 00:00:00,276.726926051233,274.490488794063,278.963363308403
77446,212,1,15,15-Jan-0212 00:00:00,279.885725966254,280.564945909583,279.206506022925
77932,213,5,15,15-May-0213 00:00:00,280.815635339416,282.322685166093,279.30858551274
78420,214,9,15,15-Sep-0214 00:00:00,276.823855455603,274.587418198433,279.060292712773
78907,216,1,15,15-Jan-0216 00:00:00,279.977942266193,280.657162209522,279.298722322864
79393,217,5,15,15-May-0217 00:00:00,280.913963306344,282.421013133021,279.406913479668
79881,218,9,15,15-Sep-0218 00:00:00,276.915529007817,274.679091750647,279.151966264987
80368,220,1,15,15-Jan-0220 00:00:00,280.078044965176,280.757264908505,279.398825021847
80854,221,5,15,15-May-0221 00:00:00,281.007653013625,282.514702840302,279.500603186949
81342,222,9,15,15-Sep-0222 00:00:00,277.01436534182,274.77792808465,279.25080259899
81829,224,1,15,15-Jan-0224 00:00:00,280.172208820096,280.851428763425,279.492988876767
82315,225,5,15,15-May-0225 00:00:00,281.095692418952,282.602742245629,279.588642592276
82803,226,9,15,15-Sep-0226 00:00:00,277.094638936885,274.858201679715,279.331076194055
83290,228,1,15,15-Jan-0228 00:00:00,280.252220740038,280.931440683367,279.573000796709
83776,229,5,15,15-May-0229 00:00:00,281.18075575832,282.687805584997,279.673705931644
84264,230,9,15,15-Sep-0230 00:00:00,277.187630335829,274.951193078659,279.424067592999
84751,232,1,15,15-Jan-0232 00:00:00,280.341630154152,281.020850097481,279.662410210823
85237,233,5,15,15-May-0233 00:00:00,281.271991633202,282.779041459879,279.764941806526
85725,234,9,15,15-Sep-0234 00:00:00,277.280417993234,275.043980736064,279.516855250404
86212,236,1,15,15-Jan-0236 00:00:00,280.428987599745,281.108207543074,279.749767656416
86698,237,5,15,15-May-0237 00:00:00,281.349294927332,282.856344754009,279.842245100656
87186,238,9,15,15-Sep-0238 00:00:00,277.349158264181,275.112721007011,279.585595521351
87673,240,1,15,15-Jan-0240 00:00:00,280.503015096561,281.18223503989,279.823795153232
88159,241,5,15,15-May-0241 00:00:00,281.415253567656,282.922303394333,279.90820374098
88647,242,9,15,15-Sep-0242 00:00:00,277.406295304583,275.169858047413,279.642732561753
89134,244,1,15,15-Jan-0244 00:00:00,280.543803822972,281.223023766301,279.864583879643
89620,245,5,15,15-May-0245 00:00:00,281.457205617814,282.964255444491,279.950155791138
90108,246,9,15,15-Sep-0246 00:00:00,277.453828508829,275.217391251659,279.690265765999
90595,248,1,15,15-Jan-0248 00:00:00,280.599579525887,281.278799469216,279.920359582558
91081,249,5,15,15-May-0249 00:00:00,281.506608623408,283.013658450085,279.999558796732
91569,250,9,15,15-Sep-0250 00:00:00,277.515227777567,275.278790520397,279.751665034737
92056,252,1,15,15-Jan-0252 00:00:00,280.667736479039,281.346956422368,279.98851653571
92542,253,5,15,15-May-0253 00:00:00,281.575454587866,283.082504414543,280.06840476119
93030,254,9,15,15-Sep-0254 00:00:00,277.557184426478,275.320747169308,279.793621683648
93517,256,1,15,15-Jan-0256 00:00:00,280.693962984185,281.373182927514,280.014743040856
94003,257,5,15,15-May-0257 00:00:00,281.611168705675,283.118218532352,280.104118878999
94491,258,9,15,15-Sep-0258 00:00:00,277.597190369424,275.360753112254,279.833627626594
94978,260,1,15,15-Jan-0260 00:00:00,280.740308826466,281.419528769795,280.061088883137
95464,261,5,15,15-May-0261 00:00:00,281.636051960135,283.143101786812,280.129002133459
95952,262,9,15,15-Sep-0262 00:00:00,277.63175594511,275.39531868794,279.86819320228
96439,264,1,15,15-Jan-0264 00:00:00,280.758176272836,281.437396216165,280.078956329507
96925,265,5,15,15-May-0265 00:00:00,281.666206774546,283.173256601223,280.15915694787
97413,266,9,15,15-Sep-0266 00:00:00,277.657080619366,275.420643362196,279.893517876536
97900,268,1,15,15-Jan-0268 00:00:00,280.803708173998,281.482928117327,280.124488230669
98386,269,5,15,15-May-0269 00:00:00,281.701615312608,283.208665139285,280.194565485932
98874,270,9,15,15-Sep-0270 00:00:00,277.705588720239,275.469151463069,279.942025977409
99361,272,1,15,15-Jan-0272 00:00:00,280.839021685992,281.518241629321,280.159801742663
99847,273,5,15,15-May-0273 00:00:00,281.752586003697,283.259635830374,280.245536177021
100335,274,9,15,15-Sep-0274 00:00:00,277.74077441075,275.50433715358,279.97721166792
100822,276,1,15,15-Jan-0276 00:00:00,280.876573863114,281.555793806443,280.197353919785
101308,277,5,15,15-May-0277 00:00:00,281.789106487579,283.296156314256,280.282056660903
101796,278,9,15,15-Sep-0278 00:00:00,277.760970300946,275.524533043776,279.997407558116
102283,280,1,15,15-Jan-0280 00:00:00,280.903332430589,281.582552373918,280.22411248726
102769,281,5,15,15-May-0281 00:00:00,281.801771694003,283.30882152068,280.294721867327
103257,282,9,15,15-Sep-0282 00:00:00,277.785248743551,275.548811486381,280.021686000721
103744,284,1,15,15-Jan-0284 00:00:00,280.916807152942,281.596027096271,280.237587209613
104230,285,5,15,15-May-0285 00:00:00,281.815142147469,283.322191974146,280.308092320793
104718,286,9,15,15-Sep-0286 00:00:00,277.804767402273,275.568330145103,280.041204659443
105205,288,1,15,15-Jan-0288 00:00:00,280.926145450168,281.605365393497,280.246925506839
105691,289,5,15,15-May-0289 00:00:00,281.818949974444,283.325999801121,280.311900147768
106179,290,9,15,15-Sep-0290 00:00:00,277.802755237759,275.566317980589,280.039192494929
106666,292,1,15,15-Jan-0292 00:00:00,280.919549021009,281.598768964338,280.24032907768
107152,293,5,15,15-May-0293 00:00:00,281.816946989174,283.323996815851,280.309897162498
107640,294,9,15,15-Sep-0294 00:00:00,277.797714027214,275.561276770044,280.034151284384
108127,296,1,15,15-Jan-0296 00:00:00,280.919637691649,281.598857634978,280.24041774832
108613,297,5,15,15-May-0297 00:00:00,281.810587055313,283.31763688199,280.303537228637
109101,298,9,15,15-Sep-0298 00:00:00,277.769417969831,275.532980712661,280.005855227001
109588,300,1,15,15-Jan-0300 00:00:00,280.892897633792,281.572117577121,280.213677690463
110073,301,5,15,15-May-0301 00:00:00,281.79260284562,283.299652672297,280.285553018944
110561,302,9,15,15-Sep-0302 00:00:00,277.767273689104,275.530836431934,280.003710946274
111048,304,1,15,15-Jan-0304 00:00:00,280.891448940441,281.57066888377,280.212228997112
111534,305,5,15,15-May-0305 00:00:00,281.789433176172,283.296483002849,280.282383349496
112022,306,9,15,15-Sep-0306 00:00:00,277.758037135062,275.521599877892,279.994474392232
112509,308,1,15,15-Jan-0308 00:00:00,280.88382772817,281.563047671499,280.204607784841
112995,309,5,15,15-May-0309 00:00:00,281.776413160352,283.283462987029,280.269363333676
113483,310,9,15,15-Sep-0310 00:00:00,277.747342714944,275.510905457774,279.983779972114
113970,312,1,15,15-Jan-0312 00:00:00,280.885020889507,281.564240832836,280.205800946178
114456,313,5,15,15-May-0313 00:00:00,281.75091474349,283.257964570167,280.243864916814
114944,314,9,15,15-Sep-0314 00:00:00,277.724203766412,275.487766509242,279.960641023582
115431,316,1,15,15-Jan-0316 00:00:00,280.84356413106,281.522784074389,280.164344187731
115917,317,5,15,15-May-0317 00:00:00,281.729558948331,283.236608775008,280.222509121655
116405,318,9,15,15-Sep-0318 00:00:00,277.694415375767,275.457978118597,279.930852632937
116892,320,1,15,15-Jan-0320 00:00:00,280.81104872504,281.490268668369,280.131828781711
117378,321,5,15,15-May-0321 00:00:00,281.700673748219,283.207723574896,280.193623921543
117866,322,9,15,15-Sep-0322 00:00:00,277.666321578246,275.429884321076,279.902758835416
118353,324,1,15,15-Jan-0324 00:00:00,280.779674633828,281.458894577157,280.100454690499
118839,325,5,15,15-May-0325 00:00:00,281.659895454745,283.166945281422,280.152845628069
119327,326,9,15,15-Sep-0326 00:00:00,277.646960589865,275.410523332695,279.883397847035
119814,328,1,15,15-Jan-0328 00:00:00,280.770614607172,281.449834550501,280.091394663843
120300,329,5,15,15-May-0329 00:00:00,281.647706866288,283.154756692965,280.140657039612
120788,330,9,15,15-Sep-0330 00:00:00,277.613782528487,275.377345271317,279.850219785657
121275,332,1,15,15-Jan-0332 00:00:00,280.725311187126,281.404531130455,280.046091243797
121761,333,5,15,15-May-0333 00:00:00,281.609376459415,283.116426286092,280.102326632739
122249,334,9,15,15-Sep-0334 00:00:00,277.561555120775,275.325117863605,279.797992377945
122736,336,1,15,15-Jan-0336 00:00:00,280.668092075885,281.347312019214,279.988872132556
123222,337,5,15,15-May-0337 00:00:00,281.547679176451,283.054729003128,280.040629349775
123710,338,9,15,15-Sep-0338 00:00:00,277.501395222143,275.264957964973,279.737832479313
124197,340,1,15,15-Jan-0340 00:00:00,280.610303670634,281.289523613963,279.931083727305
124683,341,5,15,15-May-0341 00:00:00,281.472987364558,282.980037191235,279.965937537882
125171,342,9,15,15-Sep-0342 00:00:00,277.429737373238,275.193300116068,279.666174630408
125658,344,1,15,15-Jan-0344 00:00:00,280.522845596642,281.202065539971,279.843625653313
126144,345,5,15,15-May-0345 00:00:00,281.410972274944,282.918022101621,279.903922448268
126632,346,9,15,15-Sep-0346 00:00:00,277.368623481092,275.132186223922,279.605060738262
127119,348,1,15,15-Jan-0348 00:00:00,280.481131381078,281.160351324407,279.801911437749
127605,349,5,15,15-May-0349 00:00:00,281.364490244831,282.871540071508,279.857440418155
128093,350,9,15,15-Sep-0350 00:00:00,277.315218458175,275.078781201005,279.551655715345
128580,352,1,15,15-Jan-0352 00:00:00,280.428051866479,281.107271809808,279.74883192315
129066,353,5,15,15-May-0353 00:00:00,281.308553269631,282.815603096308,279.801503442955
129554,354,9,15,15-Sep-0354 00:00:00,277.272582478195,275.036145221025,279.509019735365
130041,356,1,15,15-Jan-0356 00:00:00,280.368407819369,281.047627762698,279.68918787604
130527,357,5,15,15-May-0357 00:00:00,281.229365508873,282.73641533555,279.722315682197
131015,358,9,15,15-Sep-0358 00:00:00,277.165316458701,274.928879201531,279.401753715871
131502,360,1,15,15-Jan-0360 00:00:00,280.257983488194,280.937203431523,279.578763544865
131988,361,5,15,15-May-0361 00:00:00,281.118091172682,282.625140999359,279.611041346006
132476,362,9,15,15-Sep-0362 00:00:00,277.045932945868,274.809495688698,279.282370203038
132963,364,1,15,15-Jan-0364 00:00:00,280.137546881752,280.816766825081,279.458326938423
133449,365,5,15,15-May-0365 00:00:00,281.003855371763,282.51090519844,279.496805545087
133937,366,9,15,15-Sep-0366 00:00:00,276.953237158565,274.716799901395,279.189674415735
134424,368,1,15,15-Jan-0368 00:00:00,280.045164750518,280.724384693847,279.365944807189
134910,369,5,15,15-May-0369 00:00:00,280.915376624385,282.422426451062,279.408326797709
135398,370,9,15,15-Sep-0370 00:00:00,276.859262669172,274.622825412002,279.095699926342
135885,372,1,15,15-Jan-0372 00:00:00,279.946247062669,280.625467005998,279.26702711934
136371,373,5,15,15-May-0373 00:00:00,280.805420778483,282.31247060516,279.298370951807
136859,374,9,15,15-Sep-0374 00:00:00,276.778729516444,274.542292259274,279.015166773614
137346,376,1,15,15-Jan-0376 00:00:00,279.882783673771,280.5620036171,279.203563730442
137832,377,5,15,15-May-0377 00:00:00,280.764349489975,282.271399316652,279.257299663299
138320,378,9,15,15-Sep-0378 00:00:00,276.72179960624,274.48536234907,278.95823686341
138807,380,1,15,15-Jan-0380 00:00:00,279.823366262582,280.502586205911,279.144146319253
139293,381,5,15,15-May-0381 00:00:00,280.697866388637,282.204916215314,279.190816561961
139781,382,9,15,15-Sep-0382 00:00:00,276.667579266445,274.431142009275,278.904016523615
140268,384,1,15,15-Jan-0384 00:00:00,279.774133983788,280.453353927117,279.094914040459
140754,385,5,15,15-May-0385 00:00:00,280.65510699371,282.162156820387,279.148057167034
141242,386,9,15,15-Sep-0386 00:00:00,276.61022354787,274.3737862907,278.84666080504
141729,388,1,15,15-Jan-0388 00:00:00,279.70990064768,280.389120591009,279.030680704351
142215,389,5,15,15-May-0389 00:00:00,280.598595317489,282.105645144166,279.091545490813
142703,390,9,15,15-Sep-0390 00:00:00,276.558909187707,274.322471930537,278.795346444877
143190,392,1,15,15-Jan-0392 00:00:00,279.667138440428,280.346358383757,278.987918497099
143676,393,5,15,15-May-0393 00:00:00,280.557117222781,282.064167049458,279.050067396105
144164,394,9,15,15-Sep-0394 00:00:00,276.51419967418,274.27776241701,278.75063693135
144651,396,1,15,15-Jan-0396 00:00:00,279.623791529495,280.303011472824,278.944571586166
145137,397,5,15,15-May-0397 00:00:00,280.493227271965,282.000277098642,278.986177445289
145625,398,9,15,15-Sep-0398 00:00:00,276.442146105164,274.205708847994,278.678583362334
146112,400,1,15,15-Jan-0400 00:00:00,279.556807819665,280.236027762994,278.877587876336
146598,401,5,15,15-May-0401 00:00:00,280.430254055907,281.937303882584,278.923204229231
147086,402,9,15,15-Sep-0402 00:00:00,276.390021801322,274.153584544152,278.626459058492
147573,404,1,15,15-Jan-0404 00:00:00,279.517202330758,280.196422274087,278.837982387429
148059,405,5,15,15-May-0405 00:00:00,280.422303117323,281.929352944,278.915253290647
148547,406,9,15,15-Sep-0406 00:00:00,276.392810899026,274.156373641856,278.629248156196
149034,408,1,15,15-Jan-0408 00:00:00,279.528962906795,280.208182850124,278.849742963466
